do, do, do, do, la, mi, so, so, so
mi, mi, ti, ti, mi, so, mi, fa, mi
mi, mi, ti, ti, so, so, do, fa, fa
mi, mi, ti, ti, so, so, fa, fa, la
mi, mi, ti, ti, ti, do, do, ti, re
mi, re, do, do, re, fa, so, la, ti
mi, re, do, fa, la, la, mi, do, so
mi, re, do, fa, re, re, mi, do, do
mi, re, do, la, fa, re, re, ti, re
mi, re, do, la, la, ti, so, do, fa
mi, re, do, la, ti, so, do, ti, fa
mi, re, do, mi, so, fa, re, ti, ti
mi, re, do, re, fa, la, fa, mi, fa
mi, re, do, ti, re, la, ti, ti, la
mi, re, do, ti, ti, do, la, so, la
mi, re, fa, do, do, la, re, re, so
mi, re, fa, do, la, do, ti, do, la
mi, re, fa, fa, do, so, so, ti, fa
mi, re, fa, fa, so, re, mi, ti, la
mi, re, fa, fa, ti, fa, do, mi, fa
mi, re, fa, la, fa, la, re, ti, re
mi, re, fa, la, fa, mi, ti, re, la
mi, re, fa, la, so, fa, do, so, la
mi, re, fa, re, do, so, do, so, so
mi, re, fa, re, fa, re, re, la, fa
mi, re, fa, so, mi, do, la, mi, re
mi, re, fa, so, mi, mi, la, ti, ti
mi, re, fa, ti, la, ti, mi, so, ti
mi, re, fa, ti, so, do, fa, re, do
mi, re, la, do, fa, fa, ti, mi, do
mi, re, la, do, ti, re, ti, la, mi
mi, re, la, fa, re, fa, mi, so, fa
mi, re, la, la, fa, mi, la, ti, mi
mi, re, la, la, la, fa, la, ti, ti
mi, re, la, la, mi, re, re, so, mi
mi, re, la, mi, do, so, la, la, re
mi, re, la, mi, mi, ti, re, la, re
mi, re, la, mi, ti, so, re, la, re
mi, re, la, so, re, re, fa, ti, so
mi, re, la, so, re, so, la, ti, la
mi, re, la, so, ti, la, ti, fa, fa
mi, re, la, ti, mi, re, mi, mi, re
mi, re, la, ti, ti, re, fa, fa, fa
mi, re, mi, fa, mi, re, re, do, fa
mi, re, mi, fa, re, ti, do, re, la
mi, re, mi, la, re, ti, fa, mi, fa
mi, re, mi, mi, fa, so, fa, so, fa
mi, re, mi, mi, mi, do, re, mi, mi
mi, re, mi, re, do, mi, do, mi, do
mi, re, mi, re, so, re, so, fa, fa
mi, re, mi, so, la, la, fa, so, fa
mi, re, mi, so, mi, re, do, re, do
mi, re, mi, ti, mi, ti, so, mi, re
mi, re, re, do, so, re, so, so, mi
mi, re, re, do, so, ti, do, so, la
mi, re, re, fa, la, la, ti, ti, do
mi, re, re, fa, so, ti, fa, ti, re
mi, re, re, la, fa, mi, do, la, re
mi, re, re, la, fa, re, re, re, do
mi, re, re, la, la, la, ti, do, re
mi, re, re, mi, do, so, fa, do, re
mi, re, re, re, do, ti, la, ti, do
mi, re, re, re, mi, so, do, la, do
mi, re, re, re, so, do, do, la, mi
mi, re, re, re, so, mi, do, fa, so
mi, re, re, so, so, fa, fa, fa, fa
mi, re, re, so, ti, mi, fa, la, mi
mi, re, re, ti, do, do, do, ti, so
mi, re, re, ti, la, re, mi, la, mi
mi, re, re, ti, re, fa, re, so, ti
mi, re, re, ti, re, la, fa, mi, ti
mi, re, so, fa, so, mi, fa, do, mi
mi, re, so, la, fa, so, ti, mi, do
mi, re, so, mi, do, re, re, do, fa
mi, re, so, re, mi, do, mi, fa, so
mi, re, so, re, mi, mi, so, re, la
mi, re, so, re, ti, do, fa, do, mi
mi, re, so, re, ti, re, mi, fa, mi
mi, re, so, so, re, mi, fa, ti, la
mi, re, so, so, ti, fa, la, fa, la
mi, re, so, ti, re, re, do, so, do
mi, re, so, ti, ti, re, la, do, re
mi, re, ti, do, mi, re, re, ti, la
mi, re, ti, fa, la, re, so, do, fa
mi, re, ti, la, la, so, re, ti, la
mi, re, ti, mi, do, mi, ti, so, mi
mi, re, ti, mi, la, fa, fa, fa, la
mi, re, ti, mi, ti, ti, so, ti, la
mi, re, ti, re, do, so, fa, la, fa
mi, re, ti, re, mi, re, do, mi, re
mi, re, ti, re, ti, do, ti, mi, re
mi, re, ti, so, do, so, fa, la, la
mi, re, ti, so, mi, la, mi, ti, so
mi, re, ti, ti, re, fa, fa, so, mi
mi, re, ti, ti, re, so, mi, so, do
mi, re, ti, ti, so, la, re, so, fa
mi, so, do, do, do, re, re, ti, do
mi, so, do, fa, do, la, re, so, fa
mi, so, do, fa, mi, do, la, do, ti
mi, so, do, la, re, so, so, do, so
mi, so, do, la, so, mi, mi, fa, do
mi, so, do, mi, so, fa, ti, so, la
mi, so, do, mi, ti, re, so, la, re
mi, so, do, re, la, mi, mi, fa, so
mi, so, do, so, re, fa, re, ti, do
mi, so, do, so, re, ti, so, la, re
mi, so, do, ti, fa, re, fa, fa, fa
mi, so, fa, do, do, la, mi, so, la
mi, so, fa, do, ti, so, la, so, so
mi, so, fa, fa, do, la, do, fa, la
mi, so, fa, la, re, re, fa, fa, do
mi, so, fa, mi, do, la, do, ti, re
mi, so, fa, mi, fa, re, la, mi, re
mi, so, fa, re, la, la, fa, mi, fa
mi, so, fa, re, re, mi, re, so, so
mi, so, fa, re, so, do, mi, fa, re
mi, so, fa, re, ti, do, so, mi, do
mi, so, fa, so, mi, so, fa, do, mi
mi, so, fa, so, so, do, do, re, so
mi, so, fa, so, ti, fa, ti, re, so
mi, so, fa, ti, do, re, do, re, so
mi, so, fa, ti, la, ti, re, so, mi
mi, so, fa, ti, mi, la, ti, do, fa
mi, so, fa, ti, ti, do, fa, la, ti
mi, so, la, do, mi, so, mi, re, fa
mi, so, la, fa, re, la, do, do, so
mi, so, la, fa, re, mi, do, re, mi
mi, so, la, fa, so, ti, la, fa, mi
mi, so, la, fa, so, ti, mi, mi, fa
mi, so, la, la, fa, re, do, mi, ti
mi, so, la, la, la, re, so, so, fa
mi, so, la, la, so, la, mi, re, mi
mi, so, la, la, ti, do, ti, ti, fa
mi, so, la, la, ti, re, do, so, do
mi, so, la, mi, fa, re, so, fa, do
mi, so, la, mi, re, re, so, mi, fa
mi, so, la, mi, so, fa, mi, do, re
mi, so, la, mi, ti, ti, do, so, la
mi, so, la, re, fa, la, ti, re, mi
mi, so, la, re, la, la, mi, so, so
mi, so, la, re, so, ti, mi, la, ti
mi, so, la, so, do, la, ti, la, so
mi, so, la, so, ti, so, fa, do, do
mi, so, la, ti, do, mi, do, fa, fa
mi, so, mi, mi, mi, fa, ti, ti, so
mi, so, mi, mi, mi, so, do, mi, so
mi, so, mi, re, fa, la, fa, do, so
mi, so, mi, re, fa, ti, mi, ti, so
mi, so, mi, re, ti, mi, mi, ti, ti
mi, so, mi, so, so, la, so, re, mi
mi, so, mi, so, so, mi, fa, fa, so
mi, so, mi, ti, do, fa, fa, so, fa
mi, so, mi, ti, do, ti, do, mi, do
mi, so, mi, ti, fa, la, re, re, la
mi, so, mi, ti, re, do, do, re, mi
mi, so, mi, ti, re, so, do, la, re
mi, so, re, do, do, re, so, do, re
mi, so, re, do, la, la, do, so, do
mi, so, re, do, la, re, la, la, so
mi, so, re, do, la, so, re, la, fa
mi, so, re, fa, la, mi, la, do, fa
mi, so, re, fa, so, ti, re, so, fa
mi, so, re, fa, ti, ti, so, ti, fa
mi, so, re, la, re, re, re, do, ti
mi, so, re, re, fa, fa, do, do, la
mi, so, re, re, ti, so, fa, mi, mi
mi, so, re, ti, la, so, do, do, re
mi, so, so, fa, fa, la, do, do, do
mi, so, so, fa, re, la, fa, do, so
mi, so, so, la, re, fa, ti, ti, ti
mi, so, so, la, so, fa, ti, mi, ti
mi, so, so, la, ti, la, re, ti, re
mi, so, so, so, mi, so, do, so, fa
mi, so, so, ti, do, so, do, do, la
mi, so, so, ti, ti, ti, mi, re, mi
mi, so, ti, do, fa, fa, mi, la, ti
mi, so, ti, fa, so, mi, fa, fa, do
mi, so, ti, la, fa, re, la, mi, ti
mi, so, ti, mi, mi, do, do, so, ti
mi, so, ti, mi, re, re, re, re, re
mi, so, ti, re, ti, mi, fa, fa, re
mi, so, ti, so, re, do, mi, ti, do
mi, so, ti, so, re, re, re, la, ti
mi, so, ti, ti, re, re, do, fa, so
mi, ti, do, do, do, fa, ti, mi, mi
mi, ti, do, do, la, la, mi, mi, la
mi, ti, do, do, so, mi, mi, fa, mi
mi, ti, do, fa, ti, re, mi, so, fa
mi, ti, do, la, la, do, fa, la, fa
mi, ti, do, la, ti, la, ti, so, mi
mi, ti, do, mi, fa, so, mi, do, fa
mi, ti, do, mi, la, so, la, fa, re
mi, ti, do, mi, ti, do, so, so, do
mi, ti, do, re, fa, ti, do, ti, ti
mi, ti, do, so, so, do, so, do, do
mi, ti, do, ti, la, re, do, do, la
mi, ti, do, ti, so, mi, fa, do, re
mi, ti, fa, do, do, fa, do, la, mi
mi, ti, fa, la, do, la, so, re, la
mi, ti, fa, mi, do, mi, do, fa, ti
mi, ti, fa, mi, mi, mi, ti, fa, do
mi, ti, fa, mi, re, mi, ti, mi, mi
mi, ti, fa, mi, ti, do, la, fa, ti
mi, ti, fa, re, do, la, re, fa, do
mi, ti, fa, re, do, re, la, mi, re
mi, ti, fa, re, la, fa, mi, ti, fa
mi, ti, fa, re, mi, mi, re, re, do
mi, ti, fa, re, ti, ti, do, fa, do
mi, ti, fa, so, la, so, re, fa, ti
mi, ti, fa, ti, re, re, mi, re, re
mi, ti, la, do, do, so, re, la, la
mi, ti, la, do, so, re, do, ti, do
mi, ti, la, fa, do, mi, do, la, re
mi, ti, la, la, fa, so, fa, do, ti
mi, ti, la, la, la, do, mi, re, re
mi, ti, la, la, so, mi, mi, do, la
mi, ti, la, la, so, ti, so, mi, so
mi, ti, la, mi, do, do, la, re, fa
mi, ti, la, mi, fa, la, mi, la, fa
mi, ti, la, re, fa, ti, la, do, ti
mi, ti, la, so, do, so, mi, re, do
mi, ti, la, so, do, ti, ti, do, la
mi, ti, la, so, so, do, do, re, mi
mi, ti, la, ti, ti, la, do, la, fa
mi, ti, mi, do, fa, ti, mi, do, so
mi, ti, mi, do, re, mi, so, ti, mi
mi, ti, mi, do, so, fa, re, la, fa
mi, ti, mi, fa, do, do, do, re, ti
mi, ti, mi, la, mi, so, do, so, ti
mi, ti, mi, la, re, fa, la, ti, fa
mi, ti, mi, la, re, la, mi, la, mi
mi, ti, mi, mi, so, do, mi, re, fa
mi, ti, mi, re, do, re, ti, do, so
mi, ti, mi, re, do, ti, fa, ti, fa
mi, ti, mi, re, so, so, fa, ti, so
mi, ti, mi, so, do, so, ti, re, la
mi, ti, mi, so, fa, la, la, mi, la
mi, ti, mi, so, la, do, mi, la, ti
mi, ti, mi, ti, fa, so, ti, la, ti
mi, ti, mi, ti, la, ti, ti, mi, la
mi, ti, mi, ti, mi, mi, re, do, la
mi, ti, mi, ti, ti, mi, re, la, fa
mi, ti, re, do, la, do, ti, fa, do
mi, ti, re, do, la, fa, do, mi, la
mi, ti, re, do, la, mi, re, do, mi
mi, ti, re, fa, la, ti, do, do, mi
mi, ti, re, la, la, so, la, ti, so
mi, ti, re, mi, do, la, so, ti, re
mi, ti, re, mi, re, so, so, so, so
mi, ti, re, mi, so, fa, mi, ti, mi
mi, ti, re, mi, so, la, re, mi, fa
mi, ti, re, mi, so, so, do, ti, mi
mi, ti, re, re, so, ti, do, mi, so
mi, ti, re, so, mi, fa, fa, do, re
mi, ti, re, so, ti, mi, so, do, re
mi, ti, re, ti, re, fa, fa, mi, re
mi, ti, re, ti, re, so, do, fa, la
mi, ti, re, ti, ti, fa, la, re, re
mi, ti, so, do, la, re, mi, la, la
mi, ti, so, la, fa, ti, ti, la, la
mi, ti, so, la, la, do, re, so, ti
mi, ti, so, la, la, la, la, re, fa
mi, ti, so, mi, so, re, la, re, la
mi, ti, so, so, do, la, mi, so, fa
mi, ti, so, so, re, so, mi, do, fa
mi, ti, so, so, so, fa, ti, re, la
mi, ti, so, so, so, mi, so, la, ti
mi, ti, so, so, ti, la, ti, ti, so
mi, ti, so, ti, do, re, la, mi, so
mi, ti, ti, do, do, mi, do, so, la
mi, ti, ti, do, fa, so, re, so, re
mi, ti, ti, do, la, do, so, do, la
mi, ti, ti, fa, fa, ti, fa, fa, re
mi, ti, ti, fa, mi, ti, do, mi, do
mi, ti, ti, fa, ti, fa, re, so, la
mi, ti, ti, la, do, re, la, fa, re
mi, ti, ti, la, la, re, la, fa, la
mi, ti, ti, la, re, so, la, mi, so
mi, ti, ti, la, so, do, fa, fa, mi
mi, ti, ti, la, so, so, do, fa, ti
mi, ti, ti, mi, mi, ti, fa, re, mi
mi, ti, ti, mi, ti, mi, mi, do, so
mi, ti, ti, re, re, la, mi, mi, re
mi, ti, ti, re, re, re, fa, fa, la
mi, ti, ti, re, so, mi, fa, la, fa
mi, ti, ti, so, do, do, mi, mi, mi
mi, ti, ti, so, fa, la, la, re, do
mi, ti, ti, so, mi, mi, la, mi, ti
mi, ti, ti, so, re, do, la, mi, do
mi, ti, ti, ti, do, fa, mi, so, mi
mi, ti, ti, ti, mi, la, fa, fa, re
re, do, do, do, do, re, ti, la, do
re, do, do, do, la, re, mi, mi, ti
re, do, do, do, re, mi, la, fa, do
re, do, do, do, so, ti, ti, do, so
re, do, do, fa, la, ti, ti, fa, fa
re, do, do, fa, ti, fa, fa, ti, re
re, do, do, fa, ti, so, do, so, fa
re, do, do, la, fa, do, mi, do, do
re, do, do, la, re, la, la, fa, la
re, do, do, re, so, re, do, fa, re
re, do, do, ti, do, ti, mi, do, la
re, do, do, ti, la, re, so, re, re
re, do, do, ti, ti, do, ti, so, re
re, do, fa, do, do, mi, la, re, la
re, do, fa, do, re, ti, ti, fa, la
re, do, fa, fa, re, re, re, do, fa
re, do, fa, la, do, ti, ti, ti, ti
re, do, fa, la, fa, so, mi, ti, so
re, do, fa, la, so, fa, do, so, mi
re, do, fa, mi, do, re, re, do, do
re, do, fa, mi, mi, la, re, do, fa
re, do, fa, mi, mi, la, so, la, mi
re, do, fa, mi, re, mi, la, re, so
re, do, fa, mi, re, re, re, re, do
re, do, fa, mi, ti, do, do, ti, la
re, do, fa, re, fa, ti, ti, re, mi
re, do, fa, re, la, re, re, re, la
re, do, fa, re, mi, do, re, la, la
re, do, fa, re, re, re, so, do, re
re, do, fa, so, do, fa, so, re, fa
re, do, fa, so, fa, mi, ti, so, la
re, do, la, do, do, fa, fa, re, re
re, do, la, fa, do, mi, fa, so, re
re, do, la, la, la, do, do, do, la
re, do, la, la, la, ti, mi, fa, so
re, do, la, re, do, mi, mi, la, re
re, do, la, re, ti, la, fa, ti, re
re, do, la, so, re, re, la, mi, re
re, do, la, ti, la, do, fa, so, re
re, do, mi, do, do, do, la, la, do
re, do, mi, do, fa, re, re, mi, do
re, do, mi, do, so, ti, mi, ti, re
re, do, mi, do, ti, do, re, fa, mi
re, do, mi, fa, fa, la, ti, la, fa
re, do, mi, mi, fa, mi, so, re, re
re, do, mi, mi, mi, fa, mi, fa, ti
re, do, mi, so, do, ti, la, fa, do
re, do, mi, so, re, mi, mi, re, ti
re, do, mi, so, so, mi, mi, mi, re
re, do, re, do, fa, do, do, fa, re
re, do, re, do, ti, mi, la, fa, so
re, do, re, fa, fa, re, ti, so, fa
re, do, re, fa, la, re, so, la, ti
re, do, re, fa, re, fa, do, mi, la
re, do, re, fa, re, ti, mi, la, do
re, do, re, la, do, so, fa, fa, ti
re, do, re, la, fa, do, do, do, fa
re, do, re, la, fa, so, re, so, la
re, do, re, la, mi, re, fa, ti, mi
re, do, re, la, re, fa, so, fa, re
re, do, re, la, re, re, la, re, la
re, do, re, la, so, do, re, ti, ti
re, do, re, mi, fa, la, so, fa, do
re, do, re, re, fa, ti, so, so, la
re, do, re, re, ti, re, so, so, fa
re, do, so, fa, mi, do, fa, re, re
re, do, so, fa, re, ti, ti, ti, fa
re, do, so, fa, ti, re, mi, fa, so
re, do, so, la, re, la, do, re, fa
re, do, so, la, re, ti, la, ti, fa
re, do, so, la, so, so, ti, la, do
re, do, so, mi, fa, so, re, re, fa
re, do, so, so, do, ti, fa, ti, do
re, do, so, so, so, fa, fa, re, la
re, do, so, ti, la, mi, fa, mi, mi
re, do, so, ti, ti, do, re, fa, mi
re, do, ti, do, ti, so, so, la, ti
re, do, ti, fa, do, la, ti, re, fa
re, do, ti, fa, mi, do, so, fa, la
re, do, ti, fa, mi, fa, fa, so, fa
re, do, ti, la, fa, do, re, do, re
re, do, ti, la, mi, do, fa, ti, la
re, do, ti, mi, la, re, so, re, ti
re, do, ti, mi, mi, so, re, mi, fa
re, do, ti, mi, so, mi, ti, so, la
re, do, ti, re, re, so, do, do, so
re, do, ti, re, so, ti, ti, mi, ti
re, do, ti, so, la, ti, do, so, fa
re, do, ti, so, so, mi, do, re, la
re, do, ti, ti, fa, so, re, do, mi
re, do, ti, ti, fa, ti, la, fa, so
re, do, ti, ti, fa, ti, mi, re, do
re, do, ti, ti, mi, re, do, re, fa
re, do, ti, ti, so, mi, do, ti, do
re, fa, do, do, la, mi, mi, la, ti
re, fa, do, do, mi, la, do, la, do
re, fa, do, la, fa, so, so, so, do
re, fa, do, la, fa, so, ti, so, la
re, fa, do, la, re, re, do, re, la
re, fa, do, mi, do, so, fa, re, so
re, fa, do, mi, re, re, re, la, do
re, fa, do, mi, so, re, re, ti, so
re, fa, do, re, do, so, la, mi, mi
re, fa, do, re, fa, do, fa, fa, re
re, fa, do, re, mi, do, ti, fa, re
re, fa, do, re, re, mi, so, so, mi
re, fa, do, so, la, la, la, la, fa
re, fa, do, ti, fa, la, re, do, mi
re, fa, do, ti, la, do, fa, mi, la
re, fa, do, ti, la, ti, re, la, mi
re, fa, fa, do, do, do, la, so, ti
re, fa, fa, do, do, so, mi, fa, fa
re, fa, fa, do, la, ti, fa, ti, mi
re, fa, fa, do, mi, so, ti, do, re
re, fa, fa, fa, la, ti, mi, re, la
re, fa, fa, fa, mi, re, la, do, la
re, fa, fa, fa, so, re, la, do, mi
re, fa, fa, la, do, fa, mi, re, la
re, fa, fa, la, do, mi, ti, re, re
re, fa, fa, la, mi, re, so, ti, ti
re, fa, fa, mi, re, do, fa, ti, mi
re, fa, fa, re, do, fa, do, mi, so
re, fa, fa, re, fa, mi, so, la, ti
re, fa, fa, re, fa, so, la, fa, mi
re, fa, fa, re, la, so, so, re, ti
re, fa, fa, re, ti, do, mi, fa, la
re, fa, fa, so, do, ti, do, fa, so
re, fa, fa, so, re, mi, mi, re, fa
re, fa, fa, ti, fa, la, mi, fa, la
re, fa, fa, ti, re, so, do, re, so
re, fa, fa, ti, ti, mi, ti, ti, fa
re, fa, la, do, do, do, fa, mi, do
re, fa, la, do, mi, ti, la, mi, ti
re, fa, la, fa, do, so, so, mi, so
re, fa, la, fa, la, so, ti, mi, do
re, fa, la, fa, re, ti, do, la, fa
re, fa, la, fa, ti, so, la, ti, fa
re, fa, la, mi, do, fa, ti, ti, fa
re, fa, la, mi, la, do, so, la, do
re, fa, la, re, do, la, so, mi, la
re, fa, la, re, la, fa, re, re, fa
re, fa, la, re, la, la, ti, la, re
re, fa, la, re, so, la, do, la, fa
re, fa, la, re, ti, mi, do, do, la
re, fa, la, so, fa, mi, so, mi, la
re, fa, la, ti, mi, mi, la, la, fa
re, fa, la, ti, so, do, re, so, fa
re, fa, la, ti, so, re, re, re, do
re, fa, mi, do, la, fa, do, la, mi
re, fa, mi, do, ti, fa, re, so, so
re, fa, mi, fa, ti, ti, fa, re, do
re, fa, mi, la, so, do, so, so, la
re, fa, mi, la, so, so, fa, fa, fa
re, fa, mi, la, ti, mi, mi, la, fa
re, fa, mi, mi, fa, do, re, so, ti
re, fa, mi, re, ti, so, ti, re, mi
re, fa, mi, so, fa, so, ti, re, la
re, fa, mi, so, la, do, la, fa, la
re, fa, mi, so, ti, fa, ti, fa, la
re, fa, mi, so, ti, la, ti, do, so
re, fa, mi, so, ti, re, re, so, re
re, fa, mi, ti, la, la, so, so, ti
re, fa, re, la, mi, do, re, so, ti
re, fa, re, la, so, do, mi, re, mi
re, fa, re, mi, la, ti, la, so, mi
re, fa, re, so, la, la, ti, so, so
re, fa, re, so, mi, do, so, do, mi
re, fa, re, ti, do, la, re, re, fa
re, fa, re, ti, do, re, ti, la, re
re, fa, re, ti, re, re, re, la, la
re, fa, so, do, so, fa, re, fa, ti
re, fa, so, fa, so, re, fa, mi, la
re, fa, so, la, ti, so, fa, re, do
re, fa, so, mi, fa, la, ti, la, la
re, fa, so, mi, re, so, mi, so, fa
re, fa, so, mi, ti, fa, so, do, fa
re, fa, so, mi, ti, re, do, ti, fa
re, fa, so, re, la, do, fa, mi, re
re, fa, so, re, so, re, la, mi, la
re, fa, so, re, ti, mi, do, ti, la
re, fa, so, so, do, mi, do, fa, mi
re, fa, so, so, ti, so, mi, la, re
re, fa, so, ti, do, la, re, fa, fa
re, fa, so, ti, do, mi, so, fa, re
re, fa, so, ti, do, so, la, ti, do
re, fa, so, ti, la, la, mi, ti, la
re, fa, so, ti, mi, fa, re, mi, fa
re, fa, so, ti, re, fa, mi, mi, so
re, fa, ti, do, mi, so, do, la, re
re, fa, ti, fa, la, do, re, la, do
re, fa, ti, la, fa, la, mi, la, la
re, fa, ti, la, mi, do, re, mi, ti
re, fa, ti, la, re, so, fa, so, do
re, fa, ti, mi, do, fa, re, la, mi
re, fa, ti, mi, fa, fa, re, la, la
re, fa, ti, mi, la, do, fa, fa, fa
re, fa, ti, mi, re, ti, mi, so, so
re, fa, ti, re, so, so, so, so, re
re, fa, ti, so, fa, re, re, la, do
re, fa, ti, so, mi, fa, fa, so, mi
re, fa, ti, so, mi, mi, fa, ti, la
re, fa, ti, ti, do, fa, la, re, do
re, fa, ti, ti, fa, so, re, so, ti
re, fa, ti, ti, la, fa, la, ti, do
re, fa, ti, ti, la, fa, so, mi, mi
re, la, do, do, fa, ti, do, ti, do
re, la, do, do, mi, so, do, mi, fa
re, la, do, do, ti, ti, do, la, re
re, la, do, fa, re, ti, re, mi, re
re, la, do, fa, ti, re, so, mi, mi
re, la, do, fa, ti, re, ti, do, fa
re, la, do, la, re, la, fa, so, so
re, la, do, la, re, ti, do, la, la
re, la, do, la, so, re, so, fa, la
re, la, do, la, ti, re, la, re, do
re, la, do, mi, do, do, la, ti, do
re, la, do, mi, do, mi, so, mi, so
re, la, do, mi, fa, mi, fa, mi, so
re, la, do, mi, re, so, ti, mi, fa
re, la, do, re, ti, fa, do, la, so
re, la, do, so, mi, do, so, do, so
re, la, do, so, re, la, la, fa, re
re, la, do, so, so, ti, ti, la, so
re, la, do, so, ti, do, fa, do, fa
re, la, do, ti, mi, do, ti, mi, fa
re, la, do, ti, so, do, la, re, do
re, la, fa, do, do, so, mi, ti, so
re, la, fa, do, fa, do, re, so, ti
re, la, fa, do, mi, fa, la, fa, la
re, la, fa, do, so, la, re, fa, fa
re, la, fa, do, so, mi, la, fa, fa
re, la, fa, fa, do, do, ti, so, re
re, la, fa, fa, do, mi, mi, do, do
re, la, fa, la, fa, mi, do, ti, re
re, la, fa, la, la, ti, re, la, la
re, la, fa, la, so, re, re, la, fa
re, la, fa, mi, do, so, fa, fa, so
re, la, fa, mi, re, so, so, ti, so
re, la, fa, mi, so, ti, do, so, mi
re, la, fa, re, re, la, la, so, ti
re, la, fa, re, ti, ti, re, mi, do
re, la, fa, so, la, do, so, mi, ti
re, la, fa, ti, re, so, re, do, do
re, la, la, do, do, re, mi, re, ti
re, la, la, do, re, ti, ti, do, la
re, la, la, fa, mi, fa, la, ti, re
re, la, la, la, do, do, do, do, la
re, la, la, la, do, fa, re, la, mi
re, la, la, mi, re, so, ti, so, so
re, la, la, mi, ti, so, do, fa, do
re, la, la, re, fa, so, mi, ti, re
re, la, la, re, la, fa, so, mi, mi
re, la, la, re, re, so, mi, fa, la
re, la, la, so, mi, mi, la, fa, mi
re, la, la, so, mi, mi, ti, re, re
re, la, la, ti, la, fa, re, mi, ti
re, la, la, ti, la, la, la, do, so
re, la, la, ti, la, so, do, mi, la
re, la, mi, fa, fa, do, so, do, la
re, la, mi, fa, la, re, fa, fa, la
re, la, mi, fa, mi, fa, fa, do, so
re, la, mi, fa, re, fa, so, fa, la
re, la, mi, fa, so, mi, re, do, so
re, la, mi, la, mi, la, ti, so, re
re, la, mi, mi, so, do, re, so, do
re, la, mi, re, la, do, do, ti, ti
re, la, mi, re, re, re, la, so, mi
re, la, mi, so, do, so, mi, mi, fa
re, la, mi, so, mi, do, do, re, la
re, la, mi, so, mi, la, re, fa, re
re, la, mi, so, re, re, mi, so, fa
re, la, mi, so, so, fa, do, ti, la
re, la, mi, so, ti, fa, la, fa, ti
re, la, mi, so, ti, so, so, mi, la
re, la, mi, ti, fa, fa, mi, fa, ti
re, la, mi, ti, mi, mi, do, so, fa
re, la, re, do, mi, mi, ti, re, re
re, la, re, fa, fa, so, la, so, ti
re, la, re, fa, mi, la, do, ti, la
re, la, re, fa, so, so, ti, la, re
re, la, re, la, fa, so, re, do, ti
re, la, re, la, re, la, do, ti, do
re, la, re, la, re, re, fa, so, fa
re, la, re, mi, do, re, so, re, so
re, la, re, mi, la, re, so, ti, mi
re, la, re, re, la, re, la, do, mi
re, la, re, so, do, re, mi, fa, ti
re, la, re, so, la, do, re, la, mi
re, la, re, so, la, la, so, do, so
re, la, re, so, mi, fa, so, ti, ti
re, la, re, so, ti, ti, la, fa, re
re, la, re, ti, do, so, fa, do, fa
re, la, re, ti, ti, do, re, fa, ti
re, la, re, ti, ti, la, fa, do, fa
re, la, so, do, do, ti, ti, la, so
re, la, so, do, fa, mi, ti, fa, la
re, la, so, do, fa, re, ti, do, re
re, la, so, fa, so, do, mi, fa, mi
re, la, so, mi, la, so, do, so, fa
re, la, so, mi, mi, do, re, re, so
re, la, so, mi, mi, la, do, do, la
re, la, so, re, do, ti, ti, do, do
re, la, so, re, fa, do, do, la, ti
re, la, so, re, ti, re, ti, fa, fa
re, la, so, so, do, la, so, ti, la
re, la, so, so, do, so, mi, mi, ti
re, la, so, so, la, la, la, la, so
re, la, so, so, la, so, re, do, do
re, la, so, ti, do, mi, do, mi, do
re, la, so, ti, la, so, re, fa, fa
re, la, so, ti, la, so, so, do, fa
re, la, ti, do, ti, do, la, fa, so
re, la, ti, fa, fa, so, do, la, mi
re, la, ti, la, la, so, ti, fa, fa
re, la, ti, la, mi, la, do, ti, mi
re, la, ti, la, mi, ti, la, mi, ti
re, la, ti, la, ti, mi, mi, re, do
re, la, ti, mi, ti, la, fa, la, la
re, la, ti, re, do, fa, fa, la, so
re, la, ti, re, ti, la, mi, so, re
re, la, ti, so, do, re, do, mi, re
re, la, ti, so, fa, re, re, la, so
re, la, ti, so, la, fa, do, mi, mi
re, la, ti, so, mi, do, ti, do, so
re, la, ti, so, mi, re, do, so, ti
re, la, ti, ti, re, ti, fa, ti, so
re, mi, do, do, la, la, ti, la, do
re, mi, do, do, la, re, re, la, so
re, mi, do, do, mi, la, fa, so, mi
re, mi, do, do, re, fa, so, re, ti
re, mi, do, do, re, mi, mi, ti, la
re, mi, do, do, so, so, so, ti, so
re, mi, do, fa, do, do, fa, do, mi
re, mi, do, fa, la, fa, do, re, re
re, mi, do, la, ti, re, so, mi, ti
re, mi, do, mi, mi, mi, fa, do, do
re, mi, do, re, la, do, fa, fa, so
re, mi, do, re, so, ti, la, re, so
re, mi, fa, do, fa, fa, ti, so, fa
re, mi, fa, do, fa, re, re, mi, la
re, mi, fa, do, re, re, so, mi, so
re, mi, fa, do, ti, la, mi, so, do
re, mi, fa, do, ti, re, re, re, do
re, mi, fa, fa, re, fa, mi, do, re
re, mi, fa, fa, re, fa, mi, re, ti
re, mi, fa, la, ti, do, do, re, so
re, mi, fa, mi, la, do, do, mi, do
re, mi, fa, mi, mi, re, so, so, la
re, mi, fa, mi, ti, fa, mi, mi, re
re, mi, fa, re, fa, do, fa, mi, so
re, mi, fa, re, mi, do, la, re, do
re, mi, fa, re, re, fa, do, la, re
